47;23;Male;1;0;1;40;-0.62825716;8.23305;5.170868;9.742468641726042;-0.6553482;8.257044;5.249966;9.80665;0.027091026;-0.023993492;-0.079098225;0.08698356;5.645752E-4;0.012176514;0.003921509;0.012804861232583975;20.759583;-6.755066;-12.971497;25.393915;17.180374;5.000305;0.3176372;0.3625367;0.6112599;0.7784375;0.37326804;0.30495444;0.49891576;0.72024775;0.0;1.0;163.78125;-57.546875;-3.765625;173.6379;0.0;0;a;attığı yalana bak ördek kandırıyor sanki
47;23;Male;1;0;1;40;-0.13736215;8.422598;5.1204557;9.85789490740894;-0.26960626;8.436548;4.9922295;9.80665;0.13224411;-0.013950348;0.12822628;0.1847298;0.1733551;-0.25541687;-0.10623169;0.3264581751723534;19.999695;-7.6309204;-12.719727;24.900003;17.180374;5.000305;0.0;0.0;0.0;0.0;0.37326804;0.30495444;0.49891576;0.72024775;0.0;1.0;163.78125;-57.546875;-3.765625;173.6379;0.0;0;a;attığı yalana bak ördek kandırıyor sanki
47;23;Male;1;0;1;40;-0.30366403;8.453616;4.2323914;9.458803956175737;-0.2653569;8.568199;4.7629743;9.80665;-0.03830713;-0.114583015;-0.5305829;0.5441644;0.13349915;-0.1923523;-0.046798706;0.23877091374220383;19.122314;-7.9589844;-13.037109;24.473957;17.180374;5.000305;0.35187772;0.36515477;0.60181224;0.78697765;0.41333824;0.2937812;0.47732922;0.71763563;0.0;1.0;164.23438;-57.90625;-0.625;174.14491;0.0;0;a;attığı yalana bak ördek kandırıyor sanki
47;23;Male;1;0;1;40;-0.0741857;8.595236;4.6432137;9.769494299995685;-0.19363852;8.577089;4.750415;9.80665;0.11945282;0.018146515;-0.1072011;0.16152507;-0.036087036;-0.13078308;0.0019989014;0.13568523791613668;19.374084;-7.369995;-12.701416;24.31045;17.180374;5.000305;0.35560492;0.36241058;0.60115254;0.7868804;0.4166452;0.2901776;0.47628328;0.71788436;0.0;1.0;164.73438;-58.375;-0.46875;174.77206;0.0;0;a;attığı yalana bak ördek kandırıyor sanki
47;23;Male;1;0;1;40;-0.11759989;8.666875;4.8189774;9.917212066980506;-0.16907294;8.578298;4.74917;9.80665;0.05147305;0.08857727;0.06980753;0.12396975;0.013137817;-0.027236938;0.010940552;0.03215818255446096;19.639587;-7.2631836;-12.957764;24.624598;17.180374;5.000305;0.35658813;0.36153096;0.6012937;0.7870285;0.41729563;0.28935114;0.47683564;0.7174734;0.0;1.0;165.01562;-58.328125;-0.234375;175.02109;0.0;0;a;attığı yalana bak ördek kandırıyor sanki
47;23;Male;2;0;1;40;-0.20336314;8.5523815;4.755716;9.787820010651448;-0.1665239;8.576449;4.7525973;9.80665;-0.03683923;-0.024067879;0.003118515;0.044114813;-0.0017852783;-0.024047852;0.01008606;0.026138381945827384;18.87207;-8.314514;-13.995361;24.923008;17.180374;5.000305;0.35669115;0.3611875;0.6011628;0.78681743;0.41730708;0.2890325;0.4767225;0.7176703;0.0;1.0;165.0;-58.3125;-0.171875;175.00108;0.0;0;at;attığı yalana bak ördek kandırıyor sanki
47;23;Male;2;0;1;40;-0.09620577;8.637994;4.9238534;9.94326546959845;-0.17016278;8.577396;4.750757;9.80665;0.07395701;0.06059742;0.17309618;0.19774725;0.0448761;0.075027466;0.0030670166;0.08747794920101769;19.85321;-7.7163696;-13.566589;25.253607;17.180374;5.000305;0.35604662;0.36195245;0.60207444;0.78757375;0.41675273;0.28999302;0.47795105;0.7167873;0.0;1.0;165.04688;-58.359375;-0.09375;175.06084;0.0;0;at;attığı yalana bak ördek kandırıyor sanki
47;23;Male;2;0;1;40;-0.21518399;8.578342;4.6252203;9.74817513394422;-0.19691238;8.592689;4.722003;9.80665;-0.01827161;-0.014346123;-0.096782684;0.09953166;0.04232788;0.09547424;-0.003326416;0.10448944909548072;18.82019;-8.306885;-13.252258;24.470926;17.180374;5.000305;0.3554918;0.364514;0.6022354;0.78862685;0.4168289;0.2924013;0.47799474;0.7157347;0.0;1.0;164.90625;-58.46875;-0.203125;174.96487;0.0;0;at;attığı yalana bak ördek kandırıyor sanki
47;23;Male;3;0;1;40;-0.21301898;8.615337;4.4693394;9.707955674692876;-0.19119224;8.608276;4.693762;9.80665;-0.021826744;0.0070610046;-0.22442245;0.2255919;0.01461792;-0.009338379;0.015197754;0.023062103852826546;19.067383;-8.525085;-13.110352;24.66016;17.180374;5.000305;0.3566777;0.36532962;0.60174686;0.7891667;0.41840723;0.29260916;0.4770033;0.7153902;0.0;1.0;164.78125;-58.5625;-0.328125;174.87863;0.0;0;att;attığı yalana bak ördek kandırıyor sanki
47;23;Male;3;0;1;40;-0.12610343;8.583796;4.923016;9.896137750705057;-0.17765416;8.595477;4.71769;9.80665;0.05155073;-0.011681557;0.20532608;0.2120206;-0.015197754;0.08631897;0.06484985;0.10902953431766971;19.252014;-7.6934814;-13.360596;24.664452;16.012985;5.000305;0.3552865;0.36501545;0.6041241;0.79020935;0.4167553;0.29288188;0.48014152;0.7141424;0.0;1.0;164.75;-58.609375;-0.3125;174.86485;0.0;0;att;attığı yalana bak ördek kandırıyor sanki
47;23;Male;3;0;1;40;-0.25255358;8.65995;4.630615;9.82349798144713;-0.19866315;8.597886;4.712458;9.806649;-0.05389045;0.06206417;-0.0818429;0.11599311;-0.011795044;0.14149475;0.04119873;0.14784188409966012;19.444275;-7.209778;-12.619019;24.275509;16.012985;5.000305;0.3534934;0.36711568;0.60582584;0.7916795;0.4155972;0.29497537;0.48164678;0.71294105;0.0;1.0;164.5;-58.59375;-0.265625;174.62401;0.0;0;att;attığı yalana bak ördek kandırıyor sanki
47;23;Male;4;0;1;40;-0.2624675;8.627776;4.8693967;9.91052128380254;-0.22403398;8.587055;4.7310343;9.80665;-0.038433537;0.04072094;0.13836241;0.14926314;-0.025863647;0.05606079;-0.02079773;0.06514818481521652;19.519043;-7.7148438;-13.197327;24.792767;16.012985;5.000305;0.35167545;0.36757144;0.606344;0.791478;0.41385862;0.29581317;0.48219678;0.7132334;0.0;1.0;164.09375;-58.5625;-0.359375;174.23103;0.0;0;attı;attığı yalana bak ördek kandırıyor sanki
47;23;Male;4;0;1;40;-0.2923795;8.513255;4.3202267;9.551196532709298;-0.27052835;8.577473;4.7459636;9.80665;-0.021851152;-0.06421757;-0.4257369;0.43110704;-0.096588135;0.113586426;-0.04019165;0.15442316122898858;18.946838;-7.4783325;-12.800598;24.057503;16.012985;5.000305;0.3489139;0.36916432;0.6070531;0.7915407;0.41178665;0.29741383;0.48208058;0.7138453;0.0;1.0;164.03125;-58.484375;-0.484375;174.14622;0.0;0;attı;attığı yalana bak ördek kandırıyor sanki
