gyroX_mean,gyroY_mean,gyroZ_mean,accelX_mean,accelY_mean,accelZ_mean,gyroX_std,gyroY_std,gyroZ_std,accelX_std,accelY_std,accelZ_std,target_column
0.04724499881267549,-0.03148750066757202,-0.00855250004678966,-0.14008759856224057,0.560885739326477,0.817242419719696,0.09394010465482792,0.06891501006574154,0.0330010600379749,0.03453731660724931,0.025074692143117285,0.03638285396763695,A
-0.02925999974831936,-0.0777149983681738,-0.00467500062659384,-0.10464124232530592,0.5570067465305328,0.829234266281128,0.05723613180696543,0.07282454588956207,0.03963149907954398,0.0419234651264692,0.08545568875493828,0.054309855505247806,A
-0.02785750068724156,0.005252499133348479,-0.027692499756813038,-0.07044301629066466,0.5650859475135803,0.8219534993171692,0.11666842707591074,0.07725795636826198,0.03676121086585262,0.022203079466002165,0.056356653433826134,0.03160514770048543,A
-0.03484249897301196,0.01317250132560728,0.024337499216198877,-0.020863393973559123,0.47000455260276797,0.8724478006362915,0.09614139119532036,0.0675461946726018,0.03323619800531674,0.016522227922153812,0.1002301588719543,0.05147420955111425,A
-0.0713075011968612,-0.10029249638319016,-0.03264250066131348,-0.04496948681771752,0.5432833909988404,0.795950734615326,0.04766756554079452,0.12617602852561335,0.032828913705723606,0.015426718072960931,0.208991299546548,0.15585494350777657,A
0.04287250116467476,0.107744999974966,0.00871749948710202,-0.023760408721864197,0.5881702899932861,0.8143239855766297,0.16570978781228793,0.08300187388236814,0.04642550417244237,0.05850266430360984,0.026652763733333765,0.021233639326182333,B
0.04598000263795256,0.11225499920547008,0.06473500132560725,-0.020493239164352424,0.6106275081634521,0.7662341594696045,0.16528088320526302,0.27798028991548296,0.046129909234219085,0.09756836947969394,0.08615570172099708,0.04526677906178555,B
0.16469749733805655,0.1548249995335936,0.047464998066425304,-0.05236956849694248,0.6142984986305237,0.7853232383728027,0.17224969803059514,0.1704830895623595,0.12117328730044764,0.06108110531253922,0.021141026316365125,0.04094742335801075,B
0.021312499791383763,0.046777502074837635,0.010257499851286399,-0.016458223760128038,0.5179108202457428,0.8407152652740478,0.06143903972725091,0.09182598857452437,0.03304874680450372,0.1165377060520797,0.0649739662792062,0.02854345135729163,B
-0.04837250262498854,-0.021394999325275423,-0.005390000343322719,0.024087735416833296,0.6050384342670441,0.7538996815681458,0.12259134988932442,0.1621825638445396,0.035999721683263666,0.08339811075751372,0.19012611778693064,0.15259510771664997,B
-0.01292500020936132,0.04295500209555028,0.00684749986976384,0.005995930917561061,0.6112179279327392,0.8129809975624085,0.04027341876273309,0.1671853979785728,0.042105253178645406,0.02589406763182711,0.04967769271964438,0.04783500276100115,C
0.14668499799445273,0.09965999824926254,0.026317500136792606,-0.015824976097792397,0.5991832256317139,0.7898324251174926,0.23190143186703524,0.09286938528601278,0.02199690661387532,0.08725135805386591,0.06503304136901236,0.04898111799643386,C
0.01460250169038772,0.08244499936699864,0.0026675000786781393,0.040010605379939036,0.5874361038208008,0.811980664730072,0.08666664333716616,0.07889658470832227,0.030278830137083337,0.011936607686162505,0.047072035327223156,0.026862445766802502,C
-0.04702499993145464,0.1197349991649389,0.0014575004577636608,0.09350899979472158,0.5739177346229554,0.7860176801681519,0.08917534868067732,0.10834024561092498,0.04413649289368777,0.03849751332307804,0.1882468505768762,0.17960587608118309,C
-0.052854999992996435,0.051149995625019096,0.023347499594092342,-0.022897728998214018,0.6392978429794312,0.7695594668388367,0.05605031936561178,0.17780432394893975,0.022978426612265863,0.029217993799616437,0.026100821147263614,0.030988491454024148,D
-0.09094249866902826,0.07210499960929154,-0.0043449996039271205,0.04717207308858628,0.5924561619758606,0.8049813389778138,0.09586844336682719,0.07524596279652647,0.02853424790154817,0.034111443093168554,0.02036219138079762,0.04568107816032823,D
-0.0496100008487701,0.03992999959737062,-0.00871749985963106,0.03316117189824576,0.503554230928421,0.8565800070762635,0.03932625054138153,0.06572418009295813,0.015475500887978152,0.04139785035067961,0.07230058790111664,0.05149502142021301,D
-0.050654999911785105,0.10524250119924541,0.0135850000195205,0.046581656813214016,0.623270970582962,0.7635207295417785,0.08669342778965547,0.0499440793662025,0.013852536776380197,0.03879731548100793,0.16202774024372135,0.1463421326212513,D
0.11170499995350833,0.04919749796390532,0.029919999744743058,0.00829946994781494,0.6569583058357239,0.7570138692855835,0.08668481445206304,0.18946116484029576,0.0259604949844396,0.019918371996478387,0.011522019523445004,0.0196761469260327,E
0.04840000197291374,0.0124574997462332,0.01135749984532592,-0.024473191611468798,0.5623938918113709,0.8143423199653625,0.08926117441347313,0.08561942899190535,0.02741713400019575,0.06627653169257026,0.018782616441879774,0.02693131204601751,E
-0.010587500780820843,0.05131500009447333,-0.0039874999783933,-0.02286101884674278,0.5816879630088806,0.805449378490448,0.07027628717362562,0.06675737639271519,0.029627500725029152,0.036815333483230066,0.04050530335124018,0.04042665102543008,E
0.02480499939993024,0.03415499944239856,0.009844999760389342,0.04494807254523036,0.4642594695091248,0.8647387266159058,0.08276543782631537,0.0988058107251245,0.02532009362939003,0.0397880622680421,0.0834322002029072,0.0515252265667086,E
-0.04295500069856642,0.06077500022947785,0.02186249950900674,0.0064639817923307,0.6260211348533631,0.7817532300949097,0.06110963187706153,0.10429644630275169,0.04326696880323301,0.024678504259962097,0.07732054711225606,0.02373671984704892,F
0.0719399976544082,0.04273499995470044,0.002887499891221501,0.06568909920752045,0.6010003685951233,0.7891165971755981,0.10725327776746268,0.16775958632780544,0.01911843390373161,0.036300153880040306,0.03584004816061438,0.03932356301402917,F
0.04375249855220316,-0.13210999984294178,-0.00945999994874,0.045253986492753,0.6137050151824951,0.7723738789558411,0.1353580944053717,0.1868824694294569,0.0543788963509387,0.0293809465115146,0.02709274704529819,0.03776323733686752,F
0.07433249950408934,0.001292499899864219,0.0165824998170137,0.0026706352829932835,0.584563571214676,0.7766352653503418,0.07866962420919106,0.12846086410959914,0.024053187576681793,0.10867137216069914,0.15449327341641833,0.1410633223165325,F
-0.0425424993038177,-0.00242000073194501,-0.005555001460015779,-0.04704664722085001,0.6025482654571533,0.7867916584014892,0.0487305696915618,0.21933011991373894,0.09291198753474096,0.11556231558605495,0.05465169494543508,0.044917108950102126,G
0.06825499963015313,0.09278499819338319,0.05541249848902222,-0.10350017994642254,0.6466398000717163,0.7438197731971741,0.11714050061157415,0.34489024861626544,0.025172828202316165,0.038144996886488154,0.010010066610213088,0.015532115050872765,G
0.09811999797821044,0.11714999973773957,0.022935000527650122,-0.01786848902702328,0.5610264599323272,0.8092060208320617,0.1005540828404935,0.17849239710025025,0.04827106015476598,0.09139958077495274,0.055096921620282485,0.018192618694984616,G
-0.04886750131845472,-0.07235249765217304,0.01221000002697108,-0.00236472226679324,0.44003101587295534,0.9142969489097595,0.08910687609202882,0.19168960286273534,0.022061659747087806,0.1023933230092463,0.06407490276534548,0.04095643132728293,G
