id,latter,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,UserID
5220,A,-0.022549999877810478,0.0364375002682209,-0.05843750014901161,-0.10910454392433167,0.5415763854980469,0.8487149477005005,11
5221,T,-0.005499999970197678,0.13653749227523804,0.10353749990463257,0.007754942402243614,0.5301504731178284,0.8420765995979309,11
5222,F,-0.0672374963760376,0.1695374995470047,0.09391249716281891,-0.03487429395318031,0.5716478228569031,0.8007780909538269,11
5223,A,0.1863124966621399,0.011962499469518661,0.020487500354647636,-0.19242045283317566,0.5445284843444824,0.856760561466217,11
5224,R,0.006324999965727329,0.28888750076293945,-0.03492499887943268,-0.02396843023598194,0.5904157161712646,0.8222991824150085,11
5225,X,0.006324999965727329,0.12484999746084213,0.021449999883770943,-0.028037099167704582,0.5725655555725098,0.8579841256141663,11
5226,B,0.1555124968290329,0.04606249928474426,0.07369999587535858,-0.10818679630756378,0.571341872215271,0.7923195362091064,11
5227,J,0.005224999971687794,-0.1989624947309494,-0.07438749819993973,-0.0891282930970192,0.5923582315444946,0.8491125702857971,11
5228,Z,0.23003749549388885,0.1845249980688095,0.05884999781847,-0.09686794131994247,0.5459509491920471,0.8935773372650146,11
5229,W,-0.007562499959021807,-0.021037500351667404,0.02681249938905239,-0.04660613089799881,0.6109119653701782,0.7864000797271729,11
5230,G,0.025575000792741776,-0.12553749978542328,0.012924999929964542,-0.1779353767633438,0.6261006593704224,0.7666226625442505,11
5231,I,-0.0085249999538064,-0.1531749963760376,0.01718750037252903,-0.11277551203966141,0.5953103303909302,0.8377020359039307,11
5232,J,-0.0906125009059906,-0.26179999113082886,-0.07012499868869781,-0.0771976187825203,0.5828748941421509,0.8168997764587402,11
5233,G,-0.09803749620914459,-0.08813749998807907,-0.026399999856948853,-0.09931526333093643,0.6182539463043213,0.7548908591270447,11
5234,B,-0.0906125009059906,0.24310000240802765,0.012924999929964542,0.05364217236638069,0.5809323787689209,0.8215802907943726,11
5235,D,-0.011824999935925007,-0.07328750193119049,0.025712499395012856,-0.050980713218450546,0.605818510055542,0.7944609522819519,11
5236,J,0.06379999965429306,-0.10518749803304672,-0.027499999850988388,-0.06343144923448563,0.6096883416175842,0.7976271510124207,11
5237,C,-0.0042624999769032,0.14506250619888306,0.014024999924004078,-0.008764460682868958,0.5513656735420227,0.8373960852622986,11
5238,Y,-0.0340999998152256,-0.3619000017642975,-0.032862499356269836,-0.17478446662425995,0.5692005157470703,0.8252512812614441,11
5239,Q,-0.07782500237226486,-0.026399999856948853,0.014024999924004078,-0.09595020115375519,0.5862399339675903,0.769574761390686,11
5240,F,-0.03616249933838844,0.16541250050067902,0.021449999883770943,0.021918801590800285,0.6133593320846558,0.7746835350990295,11
5241,X,0.12251249700784683,0.12058749794960022,0.05128749832510948,-0.03957008942961693,0.5625774264335632,0.8394303917884827,11
5242,N,-0.047987498342990875,-0.1073874980211258,-0.027499999850988388,-0.06444096565246582,0.563082218170166,0.8466653227806091,11
