gyroX_mean,gyroY_mean,gyroZ_mean,accelX_mean,accelY_mean,accelZ_mean,gyroX_std,gyroY_std,gyroZ_std,accelX_std,accelY_std,accelZ_std,target_column
0.06063749889532727,-0.03135000169277193,-0.007974999956786665,-0.13884966075420374,0.5443602204322815,0.8302173018455505,0.11072387408900726,0.09699053787106915,0.043821101334765,0.04648797984569098,0.002703632876012995,0.03921345878348828,A
0.019524999118099632,-0.028049999227126404,0.00013749984403449897,-0.11254098514715827,0.6184222102165222,0.7954500516255697,0.06994155898054191,0.011452188912257834,0.0230340204894723,0.053032766821694284,0.05868053494845866,0.022242138622553937,A
-0.021587499727805437,-0.08919166540727018,0.007379166626681868,-0.11254098266363144,0.4979580342769623,0.8660807013511658,0.06560018217767409,0.0923787481848845,0.028842680632731373,0.041900224739203296,0.007757146888072877,0.02290860765891786,A
-0.07654166656235849,-0.046979165325562094,-0.044870833555857303,-0.10482683281103762,0.5960241357485453,0.8065292437871298,0.043372550678803364,0.04631960985921478,0.017514573515464718,0.024177163108767847,0.037190211438988,0.0505680110314685,A
0.0015124989052613333,0.0223208318154017,-0.022870833675066635,-0.05652796725432077,0.548199454943339,0.8157730102539062,0.14890068791710015,0.10405255794680172,0.05104498120468424,0.014932250590318599,0.06319866249776808,0.03356978220547332,A
-0.007287498563528065,0.011595835288365669,0.014758332942922897,-0.025457215805848404,0.5133557518323263,0.8547618389129639,0.07832770302457107,0.09228558463366772,0.03401904829521713,0.0061826861086041246,0.11412329879315297,0.06413062972572801,A
-0.0596291664987802,-0.0008250003059705006,0.008891665687163637,-0.018660807205984967,0.39924949407577515,0.9010875622431437,0.10161252993718925,0.037446227451318995,0.05809148420305566,0.022238290522624715,0.010909022166799398,0.005181007801429904,A
-0.08515833566586169,-0.11045832931995393,-0.042212500857810094,-0.04582095022002853,0.5688996811707815,0.7885465820630392,0.0570023907550249,0.16971044147869135,0.027550485885075793,0.015105081764600358,0.26681370644990454,0.19678019274214129,A
-0.05000416499873,-0.1728833268086115,0.015583333248893364,-0.0703910117348035,0.6521085500717163,0.7394676407178243,0.03447339923798216,0.031918467182949765,0.005434875133870186,0.02641811560661753,0.03200206730145995,0.03632031216619428,A
-0.029837499062220236,0.11527083317438758,0.0136583326384425,-0.024131585533420232,0.5755941271781921,0.8151611685752869,0.16365688339927567,0.11082980718915582,0.0596783761976941,0.08109714090630786,0.004886613908997473,0.020403971901896086,B
